,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,volume_adi,volume_obv,volume_obvm,volume_cmf,volume_fi,volume_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dch,volatility_dcl,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,others_dr,others_dlr,others_cr
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2018-03-13,182.59,183.5,179.24,179.97,31168404.0,0.0,1.0,182.59,183.5,179.24,179.97,31168404.0,-36043260.18788032,31168404.0,18595478.7,-0.5106814471505153,11330667.47999994,7.887582906135148e-08,233069.8663405253,1068.9570954056956,4.401754874171791,183.70980187623792,163.88747085103486,173.79863636363635,0.0,0.0,174.81550333333337,178.40149333333335,171.2295133333334,0.0,0.0,179.97,164.94,0.0,0.0,1.0942279324205515,0.6603074270237781,0.4339205053967734,175.89815338430202,174.8039254518815,0.0,0.0,0.0,1.0,1.0,0.0,0.20772224214202034,9.044815694204477,93.42034835344559,-1.553060606060626,11.160418824275867,-6.831859997862965,17.992278822138836,174.22,174.22,171.17354040404038,169.19308080808074,44.0,12.0,32.0,77.91158090202876,70.66466518326379,0.42908705819118775,44.374614054612294,80.98060344827586,85.74599909718803,-19.019396551724146,4.039096363636418,0.8574310692669895,0.8537760073047629,6.908637281691822
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2018-03-12,180.29,182.39,180.21,181.72,32055405.0,0.0,1.0,180.29,182.39,180.21,181.72,32055405.0,-8134650.9846232915,32055405.0,18173757.5,-0.4380825181500592,9774190.080000004,7.127252572601577e-08,578949.3008108393,1068.9570954056956,4.2602009545880914,184.95718289171384,163.96031710828618,174.45875,0.0,0.0,175.88250333333335,179.02049333333332,172.74451333333337,0.0,0.0,181.72,164.94,0.0,0.0,1.2795844176335436,0.7933021531325752,0.4862822645009683,176.93325860026826,175.6536741826347,0.0,0.0,0.0,1.0,1.0,0.0,0.2275950812366043,9.862153987024694,88.3454171633336,-6.118750000000006,15.778996348039895,-2.7807288617472565,18.55972520978716,175.135,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,81.06901317279336,73.1372016558759,3.381900547419054,47.308151683621816,90.40948275862068,86.01321230430996,-9.590517241379317,4.634922500000073,0.972384286269934,0.9676870558091188,7.948200071284296
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2018-03-09,177.96,180.0,177.39,179.98,31385134.0,0.0,1.0,177.96,180.0,177.39,179.98,31385134.0,43255759.72273184,-31385134.0,19060139.5,-0.3335094943760431,2167.299999998029,4.72804138065385e-08,11183.709013647633,1058.7216488615293,4.265186600688943,185.3911772628038,164.37574581411928,174.88346153846157,0.0,0.0,177.13483666666667,180.03582666666665,174.2338466666667,0.0,0.0,181.72,164.94,0.0,0.0,1.3017861796080863,0.9009150394160376,0.4008711401920488,177.46228865139236,176.16050247178433,0.0,0.0,0.0,1.0,1.0,0.0,0.2404652527667001,10.689531841542648,53.05627739788274,-2.113461538461536,22.46713294182226,1.9874568291069288,20.479676112715328,175.8,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,69.64726495625789,67.62763195141646,5.220661728800686,45.94937227070457,81.03448275862063,84.14152298850577,-18.965517241379363,4.433929230769253,-0.9575170592119764,-0.9621307285400782,6.914577640489483
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2018-03-08,175.48,177.12,175.07,176.94,23163767.0,0.0,1.0,175.48,177.12,175.07,176.94,23163767.0,50000119.30460667,-23163767.0,12638655.2,-0.27392917273454465,42502029.64000001,2.5943401735792707e-08,-691771.7718576216,1040.8390296119512,4.311244700639732,185.1855153352286,164.87519895048575,175.03035714285718,0.0,0.0,177.76833666666667,180.46632666666667,175.07034666666667,0.0,0.0,181.72,164.94,0.0,0.0,1.1253102489799858,0.9478586846816148,0.17745156429837072,177.37335956980098,176.248049320821,0.0,0.0,0.0,0.7853256751250179,1.0,0.21467432487498195,0.2420293120207233,11.50124675560258,14.445291870236087,-10.090357142857158,25.83496603559573,6.801342355456541,19.033623680139183,176.39999999999995,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,54.24154527281976,64.11744904935628,5.787481642208897,45.11746362088368,64.65517241379311,78.69971264367815,-35.34482758620691,3.779639285714296,-1.6890765640626748,-1.7035041550562011,5.1087085659973885
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2018-03-07,174.94,175.85,174.27,175.03,31703462.0,0.0,1.0,174.94,175.85,174.27,175.03,31703462.0,17892054.590120215,-31703462.0,5943573.2,-0.2584052588980794,-1575723.599999996,2.040593607289125e-08,-733480.5734732477,1040.8390296119512,4.194012936308321,184.81608862695614,165.24457803971055,175.03033333333335,0.0,0.0,178.01933666666667,180.49232666666663,175.5463466666667,0.0,0.0,181.72,164.94,0.0,0.0,0.8645205039939299,0.9305832222457272,-0.06606271825179721,176.98080672494348,176.11628622094955,0.0,0.0,0.0,0.7973603214312792,0.6653005837313326,0.1320597376999466,0.2333436928988961,12.282329285175381,-4.514635983457115,-6.1853333333333484,27.202550701409802,11.121355329886553,16.081195371523243,176.39999999999995,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,46.74560079263461,65.00885721276222,5.694525371659294,42.4480388493918,54.36422413793105,66.68462643678161,-45.63577586206896,2.990996666666689,-1.0794619645077441,-1.0853304252496088,3.97410003564216
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2018-03-06,177.91,178.25,176.13,176.67,23788506.0,0.0,1.0,177.91,178.25,176.13,176.67,23788506.0,-12873762.068784595,23788506.0,6391019.9,-0.2693270800605725,-168679.5300000064,5.0555142166667666e-08,-119332.73933491908,1050.5915063791545,4.12444058371487,184.62223114657684,165.64339385342322,175.13281250000003,0.0,0.0,178.15500333333335,180.6539933333333,175.65601333333336,0.0,0.0,181.72,164.94,0.0,0.0,0.7552342321855576,0.8944977072853878,-0.13926347509983014,176.9294434630739,176.17420923088838,0.0,20.0,20.0,0.806044949212189,0.5670623050467893,0.2389826441653997,0.22169139341004104,13.077070183861728,24.026388602269765,-3.8628125000000177,29.290972765096196,15.20658142207644,14.084391343019755,176.5525,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,53.15887764017911,64.09149667160901,6.0251935999755935,42.45621709946922,63.200431034482705,60.73994252873564,-36.799568965517295,2.0501843750000432,0.9369822316174226,0.932619782184485,4.948318878460256
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2018-03-05,175.21,177.74,174.52,176.82,28401366.0,0.0,1.0,175.21,177.74,174.52,176.82,28401366.0,502180.86792403646,28401366.0,5950687.0,-0.23221305099712675,-5910751.839999974,6.265162093770554e-08,247007.98676625863,1050.5915063791545,4.059837684878094,184.45652565014302,166.00759199691592,175.23205882352948,0.0,0.0,178.24333666666664,180.6833266666667,175.80334666666667,0.0,0.0,181.72,164.94,0.0,0.0,0.6717985026273539,0.8489318136456984,-0.1771333110183445,176.91156113618683,176.23976263355945,0.0,20.0,20.0,0.8379224592004151,0.5357033071410074,0.30221915205940764,0.2087178054894318,13.950315386511596,13.508571481212824,0.007941176470552591,30.20627384578584,18.824057202719874,11.382216643065965,176.5525,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,53.746721969769204,72.33485546552475,6.341609815752845,47.91219337922053,55.1677852348993,57.577480135771026,-44.8322147651007,0.9860558823529856,0.08490405841399262,0.08486803530693976,5.037424260425327
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2018-03-02,172.8,176.3,172.45,176.21,38453950.0,0.0,1.0,172.8,176.3,172.45,176.21,38453950.0,48828116.98701264,-38453950.0,-1578353.6,-0.15259003983804142,-6746104.2399997,2.7312558649301334e-08,-108545.90834262196,1050.5915063791545,4.08199213595823,184.24730258019332,166.32547519758452,175.2863888888889,0.0,0.0,177.91666999999995,180.59166000000002,175.24168000000003,0.0,0.0,181.72,164.94,0.0,0.0,0.5611926618036023,0.790328275792323,-0.2291356139887208,176.79801479964047,176.23682213783687,0.0,20.0,20.0,0.7804144127624467,0.6416044741908877,0.138809938571559,0.1942857194306731,14.916441144897215,-8.075947069663584,0.013611111111089258,31.89497442936152,22.14110532304705,9.753869106314466,176.0975,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,50.75773671856621,63.11054939023349,6.455730818113245,54.82805174131861,40.441176470588346,52.9364642466568,-59.55882352941165,0.1927750000000401,-0.34498359914035825,-0.3455800397018649,4.67506237376738
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2018-03-01,178.54,179.775,172.66,175.0,48801970.0,0.0,1.0,178.54,179.775,172.66,175.0,48801970.0,19954374.673590586,-48801970.0,-8717007.1,-0.16748579933440905,-37129099.27999986,2.6824662772576966e-08,-467773.5129070974,1050.5915063791545,4.2986355548183575,183.98074990944144,166.561881669506,175.27131578947373,0.0,0.0,177.5991666666667,180.7686666666667,174.4296666666667,0.0,0.0,181.72,164.94,0.0,0.0,0.39174505738265,0.7094459956083162,-0.31770093822566625,176.5093196444495,176.11757458706685,0.0,20.0,20.0,0.7832307553469909,0.6715982312065709,0.11163252414042002,0.17758798294422765,16.111483433165667,5.284368524910543,2.7486842105262785,31.621460036653446,25.050860658671173,6.570599377982282,176.0975,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,45.02655764767296,53.060310534347906,6.250334091420307,50.280106787842385,23.076923076923155,39.56196159413695,-76.92307692307683,0.18357631578950875,-0.6866806651154911,-0.6890491657125075,3.956278959249127
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2018-02-28,179.26,180.615,178.05,178.12,33604574.0,0.0,1.0,179.26,180.615,178.05,178.12,33604574.0,-48472134.5317461,33604574.0,-2449002.8,-0.20740202334117885,-9262308.159999983,2.5269513389213324e-08,264007.8557002524,1069.3220520928858,4.392661586617047,183.9860842488312,166.8414157511688,175.41375000000005,0.0,0.0,177.59966666666668,180.75466666666668,174.44466666666668,0.0,0.0,181.72,164.94,0.0,0.0,0.4597916767401955,0.6589327538072939,-0.1991410770670985,176.76621020020596,176.30641852346577,0.0,20.0,20.0,0.825552351775095,0.6989529644981085,0.1265993872769865,0.16439747612121358,17.20474248213283,55.27670056928845,3.236249999999984,32.32931795501977,27.40296056208716,4.9263573929326085,175.82,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,58.850297676991474,54.62065369527992,6.741661470263338,49.6665121886403,51.312217194570216,38.27677224736059,-48.687782805429784,0.8519975000000386,1.7828571428571531,1.7671506529986836,5.80967090412261
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2018-02-27,179.1,180.48,178.16,178.39,38685165.0,0.0,1.0,179.1,180.48,178.16,178.39,38685165.0,-62785236.77866891,38685165.0,-1697326.7,-0.2158872665351908,-34295968.94999986,2.7746202088745654e-08,657761.7598214848,1069.3220520928858,4.2474714732872565,183.9007526704696,167.93174732953042,175.91625000000005,0.0,0.0,177.4103333333333,180.37133333333333,174.44933333333336,0.0,0.0,181.72,164.94,0.0,0.0,0.5247185539790564,0.6318400275478631,-0.10712147356880664,177.0237376584925,176.4990191045134,0.0,20.0,20.0,0.8458530717986679,0.7050314581791276,0.14082161361954024,0.1539999841365875,18.220058858055946,51.219445693843824,2.5237499999999784,31.946592036937734,29.19936008307581,2.747231953861924,175.37625,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,59.85821833507399,55.283607921715266,7.226835956414273,48.589019759569815,53.75565610859722,42.71493212669688,-46.244343891402785,1.1102357142857215,0.1515832023355035,0.15146843096749407,5.9700605916597205
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2018-02-26,176.35,179.39,176.21,178.97,36886432.0,0.0,1.0,176.35,179.39,176.21,178.97,36886432.0,-3871984.371665679,36886432.0,-1214224.0,-0.22413233893862847,2789579.2999999807,1.0227549328174113e-08,178569.19091441462,1072.7987424354717,4.171223510909594,184.1777853532311,168.2747146467689,176.22625,0.0,0.0,177.08533333333332,180.14633333333333,174.02433333333335,0.0,0.0,181.72,164.94,0.0,0.0,0.6076376628633113,0.6269635727253133,-0.019325909862002,177.33094877484123,176.72331111197795,0.0,20.0,20.0,0.7767771535580525,0.7906348314606749,0.013857677902622378,0.14625370753962874,19.228555215163567,31.792538738297385,3.7437500000000057,30.590431804860096,30.101948845635558,0.4884829592245339,175.37625,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,62.15580078261729,55.287281713366184,7.7719046561765825,52.38828444379853,59.00452488687786,54.69079939668178,-40.99547511312214,1.3608159090909169,0.3251303324177446,0.3246029266140482,6.314601401924679
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2018-02-23,173.67,175.65,173.54,175.555,33329232.0,0.0,1.0,173.67,175.65,173.54,175.555,33329232.0,57470867.72422455,-33329232.0,-1408633.8,-0.11766669910212435,15184070.05499989,-9.6530363721012e-09,-516039.7715382,1052.3282294700746,4.261136117273195,182.69997586275286,170.81402413724717,176.757,0.0,0.0,176.6645,179.6755,173.65350000000004,0.0,0.0,181.72,168.845,0.0,0.0,0.4327335491034603,0.5878869000392493,-0.15515335093578894,177.0517380947296,176.61900454562618,0.0,20.0,20.0,0.6963416357534004,0.8305953011835369,0.1342536654301365,0.13578595943819796,20.178214430586127,-47.97962896768392,4.962999999999994,28.45969209102662,30.393585074016773,-1.9338929829901519,175.37625,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,44.75334373250797,49.13617036901486,7.464466445233545,50.668466813238496,28.099547511312352,46.95324283559583,-71.90045248868766,1.4679978260869575,-1.9081410292227647,-1.9265809906492848,4.2859688725199065
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2018-02-22,171.8,173.95,171.71,172.6,30504116.0,0.0,1.0,171.8,173.95,171.71,172.6,30504116.0,24063783.42840206,-30504116.0,-2142668.7,-0.07280008813922575,40655352.92000003,-1.897704605845674e-08,-1149424.1507048223,1034.6150916039694,4.231412108896538,182.00732628922376,171.88217371077624,176.94475,0.0,0.0,176.30216666666664,179.33216666666667,173.2721666666667,0.0,0.0,181.72,171.27,0.0,0.0,0.08863464310593372,0.4875626809228107,-0.39892803781687697,176.3541976522331,176.26556300912713,0.0,20.0,20.0,0.6473287730539438,0.8404190839033686,0.19309031084942485,0.12009080687537653,21.097294649887413,-116.39583400180744,3.0352499999999907,25.425495617071704,30.196134509090317,-4.770638892018617,175.19125000000003,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,34.976125885252706,49.09570431424936,6.530200901495728,47.29572862769957,7.548770144189881,31.55094751412672,-92.45122985581013,0.9219562499999654,-1.6832331747885343,-1.6975605473496636,2.530592847808011
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2018-02-21,172.83,174.12,171.01,171.07,35833514.0,0.0,1.0,172.83,174.12,171.01,171.07,35833514.0,-40715108.48013333,-35833514.0,-2555673.9,-0.07177389637573171,-11231704.770000037,-4.214646921803135e-08,-831098.9483919174,1034.6150916039694,4.151311243975358,182.04508779396443,171.8244122060356,176.93475,0.0,1.0,176.00383333333332,179.18683333333337,172.82083333333335,0.0,0.0,181.72,171.07,0.0,1.0,-0.2863348071264227,0.3321962254394144,-0.6185310325658371,175.52856709164647,175.8149018987729,0.0,20.0,20.0,0.6111658750784116,0.8995429698001615,0.2883770947217499,0.09970687657055737,22.04501170210936,-131.86500655277703,0.005249999999989541,22.16935370960084,29.40484350292417,-7.235489793323332,175.01625,174.22,171.17354040404038,169.19308080808074,48.0,12.0,36.0,30.93813129037761,41.93680227778478,5.3760311759416055,41.070840673689574,0.5272407732864877,12.058519476262937,-99.4727592267135,-0.3000020000000063,-0.8864426419466942,-0.8903949185127047,1.62171795176429
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2018-02-20,172.05,174.26,171.42,171.85,33531012.0,0.0,1.0,172.05,174.26,171.42,171.85,33531012.0,-57828125.21806058,33531012.0,-1581423.3,-0.08598349388050157,-2270172.0,-4.0142727900295716e-08,-164757.65728209488,1039.3324574276153,4.082646155119975,182.3179975181211,171.21250248187891,176.76525,0.0,0.0,175.55316666666664,178.80816666666664,172.29816666666667,0.0,0.0,181.72,171.07,0.0,0.0,-0.5201050416792157,0.16121922574195216,-0.6813242674211678,174.9551841883173,175.4752892299966,0.0,20.0,20.0,0.6046141607000793,0.8768673207814024,0.27225316008132305,0.07807862702935545,21.999159522831594,-107.97290941663736,-1.7352500000000075,17.31482142905377,27.97245990106505,-10.657638472011287,175.01625,174.22,171.17354040404038,169.19308080808074,44.0,8.0,36.0,35.32998693788961,41.91445177371273,4.507228841487696,40.12284516654364,8.74544508068716,5.607151999387871,-91.25455491931284,-1.4851557692307722,0.4559537031624483,0.4549173831642328,2.085065937982656
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2018-02-16,172.36,174.82,171.77,172.43,39638793.0,0.0,1.0,172.36,174.82,171.77,172.43,39638793.0,-45860898.08769322,39638793.0,-457680.6,-0.11226771948566523,5175179.440000052,-2.216824841524893e-08,286668.2589171928,1039.3324574276153,4.008885715468547,182.47418743643348,170.76931256356647,176.62175,0.0,0.0,175.21783333333332,178.45583333333332,171.97983333333335,0.0,0.0,181.72,171.07,0.0,0.0,-0.6550558966179665,-0.002431481861671987,-0.6526244147562945,174.56237601626324,175.2174319128812,0.0,20.0,20.0,0.6763136474631457,0.8517681106991052,0.17545446323595948,0.05722544452338945,22.02058530725695,-88.5664565200583,0.04824999999999592,12.762412576914015,25.84661969523756,-13.084207118323539,175.01625,174.22,171.035,171.035,40.0,4.0,36.0,38.675955231745306,49.49948894379071,3.8469007362105065,35.768394436864476,14.783966684018875,8.01888417933087,-85.21603331598112,-2.300372222222194,0.3375036368926443,0.33693537161978426,2.4296067482475925
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2018-02-15,169.79,173.09,169.0,172.99,50609595.0,0.0,1.0,169.79,173.09,169.0,172.99,50609595.0,25651154.9358613,50609595.0,8448673.9,-0.01293470838504998,19469584.62000025,-1.8720560258549602e-08,298146.88229100447,1039.3324574276153,4.01467959293508,182.39933431120176,170.34116568879824,176.37025,0.0,0.0,174.8885,178.15049999999997,171.62650000000005,0.0,0.0,181.72,171.07,0.0,0.0,-0.7126035809215807,-0.1447411686412202,-0.5678624122803605,174.31820066860786,175.0308042495294,20.0,20.0,20.0,0.7057743505003216,0.8809327090792254,0.17515835857890386,0.038404064461878086,22.171136858849454,-104.89748467427044,0.44974999999999454,7.917722631302912,23.21287109464305,-15.295148463340142,174.51375000000004,174.22,170.79500000000004,170.79500000000004,36.0,4.0,32.0,42.01805632550544,56.768778759573536,3.364091453239624,44.3472860102998,34.352130865260484,19.293847543322205,-65.64786913473951,-2.8503589285714104,0.3247694716696614,0.3242432346845625,2.7622668409172046
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2018-02-14,163.045,167.54,162.88,167.37,39669178.0,0.0,1.0,163.045,167.54,162.88,167.37,39669178.0,84909658.47032994,-39669178.0,9361953.1,0.05589019969226895,-153748.10000000006,-6.399666041346317e-08,-1124385.0108792095,1005.5672200685586,4.450059622011146,182.9455724468433,168.66692755315677,175.80625,0.0,1.0,173.90033333333332,176.91683333333327,170.88383333333337,0.0,0.0,181.72,167.37,0.0,1.0,-1.1543435364714014,-0.346974583258802,-0.8073689532125994,173.24076621857932,174.3951097550507,20.0,20.0,20.0,0.6319360310152654,0.8939504078830467,0.2620143768677813,0.015019152991861613,22.43572045673641,-175.40238537037476,0.4037500000000023,2.0196891027193806,19.845134555498568,-17.825445452779192,172.435,173.19,170.04500000000004,170.04500000000004,32.0,100.0,-68.0,25.760867049315518,56.11173581735514,1.808809676493131,42.5340259993847,25.31716943896253,24.817755662747327,-74.68283056103745,-4.0241741379309985,-3.2487427018902837,-3.302685883333911,-0.5762148033741199
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2018-02-13,161.95,164.75,161.65,164.34,32104756.0,0.0,1.0,161.95,164.75,161.65,164.34,32104756.0,60387390.51120059,-32104756.0,2791020.1,0.11214171689368337,160066857.35000008,-9.141852894324037e-08,-1869961.2756677868,987.3628305315584,4.540769649010351,183.7670313903458,166.43546860965418,175.10125,0.0,1.0,172.3655,175.43549999999996,169.29550000000003,0.0,0.0,181.72,164.34,0.0,1.0,-1.7058644340504543,-0.6190894152629537,-1.0867750187875007,171.86223643954796,173.5681008735984,20.0,20.0,20.0,0.5746448257122897,0.9463550966539864,0.3717102709416966,-0.0138616870651655,22.6807971202526,-167.5870318078556,-0.10124999999999318,-5.8061190854338935,15.650388875235054,-21.45650796066895,171.5475,172.575,170.04500000000004,170.04500000000004,28.000000000000004,100.0,-72.0,20.763286344462987,50.79932608411269,-0.14703804753898214,43.087074787462775,14.18402320063273,24.61777450161861,-85.81597679936726,-5.503334999999937,-1.810360279620005,-1.8269478022505223,-2.376143519068552
