,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,volume_adi,volume_obv,volume_obvm,volume_cmf,volume_fi,volume_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dch,volatility_dcl,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,others_dr,others_dlr,others_cr
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2018-03-13,1615.96,1617.54,1578.01,1588.18,6427066.0,0.0,1.0,1615.96,1617.54,1578.01,1588.18,6427066.0,-7225522.961977703,-6427066.0,1358823.7,-0.30023788331118795,14065886.920000305,2.4031717202611584e-05,11452.489479363987,1129.1683423913012,41.55767177329794,1627.7882870972378,1488.4026219936713,1558.0954545454545,0.0,0.0,1565.2100000000007,1599.5500000000006,1530.8699999999994,0.0,0.0,1591.0,1495.56,0.0,0.0,6.012481145208312,4.194936705004245,1.8175444402040668,1569.9956881794074,1563.9832070341993,0.0,0.0,0.0,1.0,1.0,0.0,0.19533078682730007,8.850799575387404,76.24831670993106,-239.41464646464647,182.898773965798,169.06516840560502,13.83360556019295,1553.1899999999994,1549.9299999999994,1348.8303535353537,1417.1884343434347,40.0,12.0,28.0,65.21570961341044,66.70500721370956,69.23585104574326,56.923794790002965,78.2872356160332,84.371770297667,-21.71276438396679,18.794999999999842,-0.17724701445631652,-0.17740428284014342,6.0873050332320275
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2018-03-12,1592.6,1605.33,1586.7,1598.39,5115886.0,0.0,1.0,1592.6,1605.33,1586.7,1598.39,5115886.0,-1815673.010578441,5115886.0,1315650.5,-0.2577129509348749,7031518.490000095,2.126435996580061e-05,21496.93030194224,1136.427474716236,39.91998093234808,1631.8575518708524,1491.0491147958137,1561.4533333333331,0.0,0.0,1571.1540000000002,1601.5829999999999,1540.7249999999995,0.0,0.0,1598.39,1495.56,0.0,0.0,6.833479928932547,4.761585133273871,2.071894795658676,1575.0441036065704,1568.2106236776376,0.0,0.0,0.0,1.0,1.0,0.0,0.19595142236753213,9.61933205915634,73.32900401517296,-64.40333333333321,184.0046714587435,172.8709558922117,11.133715566531803,1560.6875,1549.9299999999994,1348.8303535353537,1417.1884343434347,48.0,12.0,36.0,68.09134329544713,69.3159699873506,68.29907467591022,54.463148731500475,85.83789380269201,83.89518493783481,-14.162106197307985,26.49491666666632,0.6428742333992377,0.6408166109077129,6.769312982198339
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2018-03-09,1563.5,1578.94,1559.08,1578.89,4417059.0,0.0,1.0,1563.5,1578.94,1559.08,1578.89,4417059.0,5699190.455056663,-4417059.0,1658341.2,-0.1800108059709834,18672965.029999927,9.373996706631584e-06,-20998.417583474096,1122.563314056468,39.876410865751794,1630.8919068703442,1494.6973238988865,1562.7946153846149,0.0,0.0,1577.0530000000006,1604.1020000000005,1550.0039999999995,0.0,0.0,1598.39,1495.56,0.0,0.0,6.250186636560103,5.076624929911903,1.173561706648199,1575.7118973240854,1569.4617106875257,0.0,0.0,0.0,1.0,1.0,0.0,0.19182207155094866,10.383043957893447,17.921914584993814,-6.9346153846154275,186.78697243096738,176.39726656139499,10.389705869572367,1560.6875,1549.9299999999994,1348.8303535353537,1417.1884343434347,48.0,12.0,36.0,57.597985446714496,64.98363438682118,66.91788523442365,49.70683737794725,71.41695015530256,78.51402652467594,-28.583049844697427,24.309230769230453,-1.2199776024624742,-1.227480413401505,5.4667512775124605
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2018-03-08,1550.0,1554.88,1545.25,1551.86,3512528.0,0.0,1.0,1550.0,1554.88,1545.25,1551.86,3512528.0,5704265.112623148,-3512528.0,689314.7,-0.15402471715082286,74604247.74000032,4.657543180984295e-06,-114020.28215739755,1103.3454544342358,39.43095294676954,1627.6998859414566,1496.3272569156854,1562.0135714285714,0.0,0.0,1576.7743333333335,1601.6413333333335,1551.907333333333,0.0,0.0,1598.39,1495.56,0.0,0.0,4.1658516546676765,4.886090481188528,-0.7202388265208509,1571.650680758135,1567.484829103467,0.0,0.0,0.0,0.9058636272819456,1.0,0.0941363727180543,0.17923579480959548,11.094656637006366,-30.985083928198822,-66.45357142857142,185.18511539832053,178.75609412158934,6.429021276731192,1560.6875,1549.9299999999994,1348.8303535353537,1417.1884343434347,48.0,12.0,36.0,46.20850653063818,61.94710439782399,64.96607563001389,48.694350748438694,51.427303653305685,69.56071587043341,-48.572696346694315,17.921714285713733,-1.7119622012933269,-1.7267856995673014,3.6612003607093824
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2018-03-07,1526.52,1545.9,1522.51,1545.0,4174123.0,0.0,1.0,1526.52,1545.9,1522.51,1545.0,4174123.0,5162346.434812581,-4174123.0,-194826.7,-0.09704091742141956,8233101.040000022,-2.0231853750542456e-06,-78584.87011094067,1103.3454544342358,38.71088487914313,1624.7830843820416,1496.9755822846253,1560.879333333333,0.0,0.0,1572.7203333333334,1597.2433333333338,1548.197333333333,0.0,0.0,1598.39,1495.56,0.0,0.0,2.1337141173939926,4.315540775281827,-2.181826657887833,1567.186235487415,1565.0525213700207,0.0,0.0,0.0,0.7961110187801226,0.758933023101213,0.037177995678909566,0.16123450725653696,11.852167898350231,-58.09281009324687,-16.779333333333398,181.21466102859776,179.94879313777005,1.2658678908277352,1559.9775,1549.9299999999994,1348.8303535353537,1417.1884343434347,48.0,12.0,36.0,43.679223407152605,54.93389961203378,63.08968167001153,48.201371217045406,40.628580782452175,54.490944863686806,-59.37141921754782,7.0416666666660594,-0.4420501849393577,-0.4430301156928884,3.2029658328045274
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2018-03-06,1533.2,1542.13,1528.0,1537.64,4561718.0,0.0,1.0,1533.2,1542.13,1528.0,1537.64,4561718.0,5515521.258221527,-4561718.0,-1101703.4,-0.07181515251162042,-14919481.79999979,-1.0746070289109174e-06,-40182.62101714771,1103.3454544342358,37.160107387775774,1622.2477321389047,1496.6060178610944,1559.426875,0.0,0.0,1569.015333333333,1590.7923333333338,1547.2383333333332,0.0,0.0,1598.39,1495.56,0.0,0.0,0.11854066797468475,3.451829441051681,-3.3332887730769967,1562.3034871142036,1562.1849464462287,0.0,20.0,20.0,0.7587694179969929,0.7120051542701696,0.046764263726823414,0.13971004002504991,12.594763655100913,-59.05630343894995,22.43312500000001,175.06480378098522,180.4408413419489,-5.3760375609636535,1559.9775,1549.9299999999994,1348.8303535353537,1417.1884343434347,48.0,12.0,36.0,40.90731967037007,48.01279895992129,61.25505625473754,47.578911695302686,34.60468161728612,42.220188684348,-65.39531838271388,-3.7936250000004734,-0.4763754045307378,-0.4775136886031817,2.7113322868307805
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2018-03-05,1494.24,1525.38,1481.0,1523.61,5233934.0,0.0,1.0,1494.24,1525.38,1481.0,1523.61,5233934.0,6479067.716913696,-5233934.0,-987434.9,-0.013271905053000287,-22669357.29000011,-1.7482492842173745e-05,-69487.26558689996,1103.3454544342358,38.55152828864895,1620.5786203611808,1494.061379638819,1557.32,0.0,0.0,1565.6170000000006,1588.2010000000002,1543.033,0.0,0.0,1598.39,1495.56,0.0,0.0,-2.2880213420103246,2.2774137951121234,-4.565435137122448,1555.9812311699654,1558.269252511976,0.0,20.0,20.0,0.6790773112272477,0.7160569471976931,0.0369796359704454,0.1147779708194122,13.518181195969555,-107.79529768333073,29.19000000000005,168.22787406339873,179.8784886763443,-11.650614612945562,1549.27,1549.27,1348.8303535353537,1417.1884343434347,48.0,12.0,36.0,35.896759877658376,49.789973069281956,59.28449946026282,54.78056122297577,31.206972315804826,35.480078238514366,-68.79302768419518,-18.97770588235312,-0.912437241486963,-0.9166254460436284,1.7741558398183033
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2018-03-02,1469.1,1501.05,1455.01,1500.25,6587564.0,0.0,1.0,1469.1,1501.05,1455.01,1500.25,6587564.0,11175076.21082434,-6587564.0,-2160696.7,0.0543822192939812,-75746381.9400002,-4.3109741152310575e-05,-148756.94389440748,1103.3454544342358,40.697847696602594,1621.1571762098154,1487.1417126790734,1554.1494444444445,0.0,0.0,1556.54,1581.5339999999999,1531.5459999999994,0.0,0.0,1598.39,1495.56,0.0,0.0,-5.5758153301217135,0.6779546760957705,-6.253770006217484,1546.9612373245764,1552.5370526546985,0.0,20.0,20.0,0.5839584747161639,0.8457108270207813,0.2617523523046173,0.08522346752317332,14.570783037800693,-136.90073384223504,-9.219444444444207,160.5501865014667,178.1342026203503,-17.584016118883596,1536.275,1536.275,1348.8303535353537,1417.1884343434347,48.0,12.0,36.0,29.058807311699663,40.76417065237432,56.97357503259435,59.259362219360206,27.834861256383448,31.215505063158112,-72.16513874361654,-32.770666666666784,-1.5332007534736514,-1.545075811575547,0.2137537156407632
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2018-03-01,1513.6,1518.49,1465.0,1493.45,6835230.0,0.0,1.0,1513.6,1518.49,1465.0,1493.45,6835230.0,6794377.921630754,-6835230.0,-3246894.1,0.055009283102619135,-48295087.35999977,-4.302324569374788e-05,-131981.79334814806,1103.3454544342358,41.611572861130966,1621.7802800587287,1480.1291936254815,1550.9547368421051,0.0,0.0,1547.1933333333332,1575.6563333333334,1518.7303333333334,0.0,0.0,1598.39,1493.45,0.0,0.0,-8.470908296454128,-1.1785733063500354,-7.2923349901040915,1538.369297499071,1546.8402057955252,0.0,20.0,20.0,0.6046671490593339,0.8799927641099862,0.2753256150506521,0.05340328709373158,15.73696524708394,-109.95231890928049,20.725263157894915,150.28865407255236,174.91352363342548,-24.62486956087318,1536.275,1536.275,1348.8303535353537,1417.1884343434347,48.0,76.0,-28.0,27.31138249407925,33.03123743032165,54.75340662916246,57.70362631932585,23.651018273549532,27.564283948579256,-76.34898172645048,-41.21694736842119,-0.4532577903682666,-0.4542881180299218,-0.2404729300958475
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2018-02-28,1519.51,1528.7,1512.0,1512.45,4426580.0,0.0,1.0,1519.51,1528.7,1512.0,1512.45,4426580.0,-3752274.286592233,4426580.0,-3220675.6,0.013414906409347921,-26364004.80000009,-2.847315382795132e-05,25334.713746532867,1117.3824584412332,41.157174799621615,1620.0841759008053,1477.9748240991953,1549.0295,0.0,0.0,1539.3539999999994,1567.932,1510.776,0.0,0.0,1598.39,1493.45,0.0,0.0,-9.361569879748457,-2.8342614051702326,-6.527308474578224,1534.2353781174836,1543.5969479972318,0.0,20.0,20.0,0.6846429747831496,0.8204809135160859,0.13583793873293634,0.0248735154052716,16.77106731916088,-58.82392799357017,33.29049999999984,139.53146273189301,170.09493349632498,-30.56347076443197,1533.2225,1536.275,1348.8303535353537,1417.1884343434347,48.0,76.0,-28.0,39.11519332075788,32.804913124900324,52.88827666489,57.009977106693704,35.34116778440907,28.942349104780675,-64.65883221559092,-42.52224999999976,1.272222036224857,1.2641972818011382,1.0286897565211728
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2018-02-27,1524.5,1526.78,1507.21,1511.98,4708378.0,0.0,1.0,1524.5,1526.78,1507.21,1511.98,4708378.0,-6601155.743264599,-4708378.0,-3048806.8,0.0351549157303552,-39410567.55999994,-2.023640668173335e-05,54852.77856326568,1117.3824584412332,39.61523374250578,1618.816483745332,1480.735516254668,1549.776,0.0,0.0,1531.4286666666662,1558.0106666666666,1504.8466666666666,0.0,0.0,1598.39,1493.45,0.0,0.0,-9.968611721097204,-4.2744145364757005,-5.694197184621505,1530.7057519549542,1540.6743636760516,0.0,20.0,20.0,0.738130607879256,0.8085249668231433,0.07039435894388735,-0.00023967510825416929,17.735804431551003,-62.83566049999384,41.223999999999926,126.07690180942758,163.65851464640102,-37.58161283697338,1526.625,1536.275,1348.8303535353537,1417.1884343434347,48.0,76.0,-28.0,38.93473156421841,33.6350475536897,51.19708307932662,58.62068252571111,35.051990401771995,31.348058819910197,-64.948009598228,-44.6503809523806,-0.03107540745148629,-0.031080236856784182,0.99729467953642
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2018-02-26,1509.2,1522.84,1507.0,1521.95,4909053.0,0.0,1.0,1509.2,1522.84,1507.0,1521.95,4909053.0,1944270.4205668825,4909053.0,-3069490.1,0.025998257111486848,4583493.5,-3.136471161808613e-05,30907.160431615826,1117.3824584412332,37.91700276089822,1618.1497464938116,1478.0112535061883,1548.0805,0.0,0.0,1523.4743333333329,1549.7773333333332,1497.1713333333332,0.0,0.0,1598.39,1493.45,0.0,0.0,-9.651059790002591,-5.357737096788827,-4.2933226932137645,1529.3236852750479,1538.9747450650505,0.0,20.0,20.0,0.6808063838723221,0.8864762704745915,0.20566988660226948,-0.020451573625321923,18.635103047793194,-56.24025138900098,40.09950000000004,113.30362598869387,155.4936983750373,-42.190072386343424,1520.61,1536.275,1348.8303535353537,1417.1884343434347,48.0,76.0,-28.0,45.13076575522507,33.22277004657332,49.73419644569,59.05820641600923,41.18624253983885,37.19313357533997,-58.81375746016115,-40.859272727272355,0.6594002566171486,0.6572357232072612,1.6632710998296665
