,Unnamed: 0,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,volume_adi,volume_obv,volume_obvm,volume_cmf,volume_fi,volume_em,volume_vpt,volume_nvi,volatility_atr,volatility_bbh,volatility_bbl,volatility_bbm,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kchi,volatility_kcli,volatility_dch,volatility_dcl,volatility_dchi,volatility_dcli,trend_macd,trend_macd_signal,trend_macd_diff,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,momentum_rsi,momentum_mfi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,others_dr,others_dlr,others_cr
10,10,2018-03-13,10.79,10.83,10.62,10.67,5711772.0,0.0,1.0,10.79,10.83,10.62,10.67,5711772.0,-3981598.8021978196,-5711772.0,-1403711.4,-0.08451097263085675,64037.13999999863,-8.649272410243677e-10,-12002.35985592239,994.5897122110512,0.2771777166473719,10.944346111986649,10.602926615286078,10.773636363636363,0.0,0.0,10.766166666666667,11.011666666666667,10.520666666666667,0.0,0.0,10.95,10.67,0.0,0.0,-0.014848246558042177,-0.009064772969501072,-0.0057834735885411055,10.744878160804985,10.759726407363027,0.0,0.0,0.0,1.0,1.0,0.0,-0.06864344035950354,10.577341761930168,-61.54185591055605,0.006868686868687135,-1.7719126591624401,2.305630184977068,-4.077542844139508,10.78125,10.8,10.823749999999995,10.883712121212119,4.0,44.0,-40.0,32.12649245948388,45.205556671122935,6.229926327792385,43.823310911652946,29.03225806451612,31.720430107526827,-70.96774193548389,-0.05436363636363595,-0.2803738317756932,-0.2807676154198191,-2.5570776255707695
11,11,2018-03-12,10.85,10.88,10.62,10.74,7480512.0,0.0,1.0,10.85,10.88,10.62,10.74,7480512.0,-3567304.571428528,7480512.0,-84177.4,-0.08378323789940993,127669.32000000295,-7.073043572916426e-10,33061.20988009058,994.5897122110512,0.2759507368868454,10.934753121552136,10.606913545114532,10.770833333333334,0.0,0.0,10.761333333333335,11.009333333333334,10.513333333333332,0.0,0.0,10.95,10.67,0.0,0.0,-0.013291867572910121,-0.009972575612810675,-0.0033192919600994464,10.744010839828176,10.757302707401086,0.0,0.0,0.0,1.0,1.0,0.0,-0.06662003349728454,11.509800759736208,-28.224864805698157,0.17916666666666536,-2.4871549521777196,1.4504403740252734,-3.937595326202993,10.78125,10.8,10.823749999999995,10.883712121212119,4.0,44.0,-40.0,43.808837273314055,50.44402655506619,5.205613674001788,43.90896263593373,40.32258064516134,34.408602150537625,-59.67741935483866,-0.06112500000000054,0.6560449859418949,0.6539023767056396,-1.9178082191780743
12,12,2018-03-09,10.86,10.86,10.65,10.85,5797300.0,0.0,1.0,10.86,10.86,10.65,10.85,5797300.0,4669752.190476215,5797300.0,1146254.8,-0.015391089871275658,15395.039999999975,-6.332690944605716e-10,108451.96710176105,1004.7763852411457,0.2712399699663564,10.93989232052129,10.613953833324862,10.776923076923076,0.0,0.0,10.759333333333334,10.994333333333334,10.524333333333333,0.0,0.0,10.95,10.67,0.0,0.0,-0.0057475940015034865,-0.009078422715149853,0.003330828713646367,10.762414584507406,10.76816217850891,0.0,0.0,0.0,1.0,1.0,0.0,-0.06008850261728691,12.441087676835,4.774917000476189,0.06307692307692392,-1.480867653361516,0.7500047224820173,-2.2308723758435334,10.76,10.8,10.823749999999995,10.883712121212119,4.0,44.0,-40.0,57.17412996935172,53.874227158171436,5.55219295771066,49.99092549485541,58.06451612903224,42.47311827956992,-41.93548387096776,-0.06876923076923269,1.0242085661080091,1.0189990905749902,-0.91324200913242
13,13,2018-03-08,10.84,10.94,10.83,10.84,5012315.0,0.0,1.0,10.84,10.94,10.83,10.84,5012315.0,1144191.1904761847,-5012315.0,-138633.0,-0.06070107461809281,-246819.6999999991,-3.6509661587224146e-10,54756.79804168899,1003.8503240565916,0.25972282925447376,10.941593321772544,10.6212638210846,10.781428571428572,0.0,0.0,10.761500000000002,10.973000000000003,10.55,0.0,0.0,10.95,10.67,0.0,0.0,-0.0006055171849936869,-0.0073058845564729444,0.0067003673714792576,10.775624903602505,10.776230420787499,0.0,0.0,0.0,0.9973153413190944,1.0,0.002684658680905616,-0.051895673993520394,13.302555559315802,70.813920512838,-0.06142857142857139,-1.2390869335341885,0.14342695224653162,-1.3825138857807202,10.7575,10.8,10.823749999999995,10.883712121212119,4.0,44.0,-40.0,55.78237532136961,50.8099559987697,5.722975414769442,49.01204216401215,56.45161290322582,51.612903225806484,-43.54838709677418,-0.02453571428571344,-0.09216589861751334,-0.09220839749684018,-1.0045662100456543
14,14,2018-03-07,10.87,10.92,10.71,10.8,7118294.0,0.0,1.0,10.87,10.92,10.71,10.8,7118294.0,-5117884.142857141,-7118294.0,-287368.0,-0.06679760594296145,-66049.69999999859,-4.865255400118912e-10,-30886.41268896494,1003.8503240565916,0.2561711985934399,10.93730295268124,10.628030380652095,10.782666666666668,0.0,0.0,10.761833333333334,10.966333333333335,10.557333333333332,0.0,0.0,10.95,10.67,0.0,0.0,0.0009064425239380114,-0.0056035226040259895,0.006509965127964001,10.779708149536175,10.778801707012237,0.0,0.0,0.0,0.927514792899409,1.016272189349113,0.08875739644970393,-0.04438340467909778,14.195233520046159,18.64970216672746,0.037333333333332774,-1.2112321531800394,-0.26079355012811267,-0.9504386030519267,10.7575,10.8,10.823749999999995,10.883712121212119,4.0,44.0,-40.0,50.14824658005881,42.81139746865021,5.452128113962341,46.846762064330974,56.88073394495423,57.132287659070776,-43.11926605504577,-0.006166666666668874,-0.36900369003689537,-0.3696861881326008,-1.3698630136986134
15,15,2018-03-06,11.04,11.095,10.8301,10.93,8263142.0,0.0,1.0,11.04,11.095,10.8301,10.93,8263142.0,-3047592.0239443546,8263142.0,1170413.0,-0.08099050514459673,292574.4299999995,4.1675822066217255e-10,73196.9787686208,1003.8503240565916,0.2589446844081942,10.958443304307872,10.62530669569213,10.791875000000001,0.0,0.0,10.78367,10.991660000000001,10.57568,0.0,0.0,10.95,10.67,0.0,0.0,0.00992677228658323,-0.0024075036909928646,0.012334275977576095,10.804545062809668,10.794618290523085,0.0,20.0,20.0,1.0207100591715983,0.9082544378698229,0.11245562130177544,-0.03420131481721918,15.153233100162971,122.29326261614275,0.008124999999999716,-0.28340061268581945,-0.5079343385498465,0.22453372586402703,10.79625,10.8,10.823749999999995,10.883712121212119,4.0,44.0,-40.0,63.84298177317869,50.72847441701737,6.351424013319859,44.6393225345567,72.72727272727259,62.019873191817545,-27.272727272727405,0.030694375000001273,1.2037037037036846,1.196516805827308,-0.18264840182647957
16,16,2018-03-05,10.9,10.99,10.8,10.98,12072514.0,0.0,1.0,10.9,10.99,10.8,10.98,12072514.0,8771030.171544375,12072514.0,1813822.6,0.020328902366584377,891759.5999999986,5.157329895431117e-11,154690.25132831826,1003.8503240565916,0.2540200640933231,10.988246965085292,10.617635387855884,10.802941176470588,0.0,0.0,10.797003333333333,11.003993333333336,10.590013333333333,0.0,0.0,10.98,10.67,0.0,0.0,0.019777068311091384,0.002131622750169005,0.017645445560922377,10.8332132212603,10.813436152949208,0.0,20.0,20.0,1.0046130030959761,0.9767492260061922,0.027863777089783937,-0.021834087385402292,16.100076376259018,90.63413567592737,-0.0929411764705872,1.1298138347373308,-0.6477441740907742,1.7775580088281049,10.79625,10.8,10.823749999999995,10.883712121212119,68.0,44.0,24.0,67.771976381075,60.324549168383,7.504362123931004,50.71533034364854,80.99173553719007,70.19991406980562,-19.00826446280994,0.054271764705882575,0.45745654162854255,0.45641338929374164,0.273972602739736
17,17,2018-03-02,10.9,11.0,10.7,10.86,7723567.0,0.0,1.0,10.9,11.0,10.7,10.86,7723567.0,11316627.519298257,-7723567.0,342267.0,0.023215497228068975,37770.25000000015,-1.1258399237199348e-10,-29184.063273988882,992.8792822636233,0.2573043452295144,10.987885229360545,10.624336992861677,10.806111111111111,0.0,0.0,10.80067,11.016660000000002,10.584679999999999,0.0,0.0,10.98,10.67,0.0,0.0,0.019512031546572217,0.00567147277852424,0.013840558768047977,10.837548610489957,10.818036578943385,0.0,20.0,20.0,0.9701412872841448,0.9779905808477243,0.00784929356357944,-0.011799432512664852,17.12237784282866,35.0749493323871,-0.03611111111111143,1.645855586732687,-0.5970882126135477,2.242943799346235,10.82875,10.8,10.823749999999995,10.883712121212119,68.0,44.0,24.0,52.09550745678654,52.2782144058116,7.410513499995619,53.51742378250674,61.15702479338826,71.62534435261698,-38.84297520661174,0.07095166666666763,-1.0928961748634003,-1.0989121575595284,-0.8219178082191747
18,18,2018-03-01,10.92,11.27,10.89,10.96,9875404.0,0.0,1.0,10.92,11.27,10.89,10.96,9875404.0,-5722192.796491216,9875404.0,2221170.3,-0.025091446977652206,43942.199999999066,7.060478322365966e-10,6523.170183860755,992.8792822636233,0.26821117771312053,11.004451985691755,10.623969066939825,10.81421052631579,0.0,0.0,10.839836666666667,11.066326666666669,10.613346666666665,0.0,0.0,10.98,10.67,0.0,0.0,0.025485900401919892,0.009692304596571293,0.0157935958053486,10.857209807330507,10.831723906928588,0.0,20.0,20.0,1.0256108597285072,0.8627149321266968,0.16289592760181038,-0.0013838520953294348,18.24506511989778,149.71736372273915,0.025789473684209696,3.5067260502840925,-0.2434732769275125,3.7501993272116048,10.9125,10.879999999999999,10.823749999999995,10.883712121212119,68.0,44.0,24.0,60.81160747568195,59.929139303979674,8.052230545638345,48.94622253576371,60.25641025641039,67.4683901956629,-39.74358974358961,0.09577052631578908,0.9208103130755152,0.9165967014080234,0.09132420091324533
19,19,2018-02-28,11.28,11.32,10.86,10.87,10117926.0,0.0,1.0,11.28,11.32,10.86,10.87,10117926.0,-15915113.437070925,-10117926.0,780499.8,-0.09054699076298137,23943.58999999949,9.076294287785366e-10,7848.579730746802,992.8792822636233,0.28191037930504054,11.003840770936673,10.630159229063327,10.817,0.0,0.0,10.870503333333335,11.129993333333335,10.61101333333333,0.0,0.0,10.98,10.67,0.0,0.0,0.023916106707424944,0.012570245417354691,0.011345861290070253,10.859249740140127,10.835333633432702,0.0,20.0,20.0,1.0267700987306063,0.83212976022567,0.19464033850493634,0.0066519405325715444,19.46911590886018,118.55678623449027,-0.12700000000000067,4.665491945040858,0.4717939013172984,4.19369804372356,10.9375,10.905000000000001,10.823749999999995,10.883712121212119,68.0,44.0,24.0,51.14751801855332,57.63148225280049,7.869376510150803,37.82167807127714,45.783132530120355,55.73218919330634,-54.216867469879645,0.1375074999999999,-0.8211678832116931,-0.8245580386751605,-0.7305936073059405
20,20,2018-02-27,10.75,11.25,10.57,11.22,22076722.0,0.0,1.0,10.75,11.25,10.57,11.22,22076722.0,10450759.767263457,22076722.0,3559349.2,0.04911088049948676,3172342.6799999974,3.722577716621907e-10,627756.8559602886,992.8792822636233,0.3103453522118233,11.08468393671554,10.57631606328446,10.8305,1.0,0.0,10.901170000000002,11.20766,10.594679999999997,0.0,0.0,11.22,10.67,1.0,0.0,0.04557234458271431,0.01923211010691764,0.026340234475796667,10.916463486346503,10.870891141763789,0.0,20.0,20.0,0.9341366459627333,0.8794782608695654,0.054658385093167894,0.020414822199850788,20.85549420543303,110.4207788478563,-0.1305000000000014,8.902829652752983,1.7373477463095988,7.165481906443384,10.925,10.905000000000001,10.823749999999995,10.883712121212119,84.0,44.0,40.0,71.48292523958254,63.474804930636914,9.958857033759697,51.31471648427555,87.95180722891571,64.66378333848216,-12.048192771084294,0.12356904761904808,3.219871205151814,3.1691198961432576,2.4657534246575574
21,21,2018-02-26,10.51,10.54,10.35,10.45,10758030.0,0.0,1.0,10.51,10.54,10.35,10.45,10758030.0,20694988.04643966,-10758030.0,1735495.0,0.03104922733689617,-268843.67999999993,-2.2507379890451868e-10,-27454.1617511753,924.7405079906295,0.3503206841966931,11.116727777089702,10.505272222910298,10.811,0.0,1.0,10.871170000000003,11.170660000000002,10.571679999999997,0.0,0.0,11.22,10.45,0.0,1.0,0.010147087248160602,0.017401598745321684,-0.007254511497161081,10.842833757547737,10.832686670299577,0.0,20.0,20.0,0.7641195304162224,0.9049946638207044,0.140875133404482,0.020528675290259767,22.043992824424382,-177.58086456884809,-0.14100000000000001,6.447793103628682,2.6183100526418435,3.829483050986839,10.835,10.835,10.823749999999995,10.883712121212119,84.0,88.0,-4.0,34.75673824112366,56.19062092285181,6.276621098779894,42.40164011228375,10.30927835051542,48.0147393698505,-89.69072164948457,0.0515886363636362,-6.862745098039225,-7.109592168373036,-4.5662100456621
22,22,2018-02-23,10.36,10.52,10.325,10.49,4644273.0,0.0,1.0,10.36,10.52,10.325,10.49,4644273.0,3781478.028340103,4644273.0,1620192.3,0.08188564503213504,12725687.770000007,9.860139679730346e-11,-720519.0549394885,928.2801845762397,0.33922634961121506,11.135449557617148,10.463550442382852,10.7995,0.0,0.0,10.837003333333337,11.134993333333334,10.53901333333333,0.0,0.0,11.22,10.45,0.0,0.0,-0.014729651472613625,0.0109371895651798,-0.025666841037793424,10.787362026151632,10.802091677624245,0.0,20.0,20.0,0.8134437086092715,0.8907064017660042,0.07726269315673273,0.01293667495596462,23.11215827012664,-145.5808641883249,-0.059499999999999886,3.5172360445217503,3.1467903835369477,0.3704456609848026,10.8225,10.8225,10.823749999999995,10.883712121212119,84.0,88.0,-4.0,36.70592631682793,61.87476825744887,3.680774754173294,44.178340124945535,16.582914572864397,38.28133338409851,-83.41708542713559,-0.01648043478260952,0.3827751196172402,0.3820443997385681,-4.200913242009118
23,23,2018-02-22,10.26,10.43,10.25,10.3,6626146.0,0.0,1.0,10.26,10.43,10.25,10.3,6626146.0,270312.1452992363,-6626146.0,1458809.2,0.07620384093519253,619782.5999999942,-2.5092658824212874e-10,-102238.86893601033,928.2801845762397,0.33213875321041403,11.176555435654363,10.370444564345641,10.773500000000002,0.0,1.0,10.782670000000003,11.08766,10.477679999999996,0.0,0.0,11.22,10.3,0.0,1.0,-0.04693891865450439,-0.0006929538783457079,-0.046245964776158686,10.710997532970799,10.757936451625303,0.0,20.0,20.0,0.7542887931034483,0.9029956896551719,0.14870689655172353,-0.0030254367060750962,24.094547359573824,-154.35754830389143,0.07649999999999757,-0.41147361105990055,3.2356524437725187,-3.647126054832419,10.785,10.785,10.823749999999995,10.883712121212119,84.0,96.0,-12.0,31.541297112395263,57.39042924142214,0.6051473551850912,41.014272725724204,4.672897196261747,10.52169670654719,-95.32710280373826,-0.14506458333333327,-1.8112488083889322,-1.82785271726158,-5.936073059360714
24,24,2018-02-21,10.44,10.5673,10.23,10.23,5317115.0,0.0,1.0,10.44,10.5673,10.23,10.23,5317115.0,-8262068.777777719,-5317115.0,1638927.1,0.04577636044511244,-174938.91999999987,-1.143386014868618e-11,-156151.7234768201,921.9714842927118,0.3325074136953844,11.215184734131732,10.27481526586827,10.745000000000001,0.0,1.0,10.735913333333336,11.053633333333334,10.41819333333333,0.0,0.0,11.22,10.23,0.0,1.0,-0.07629947613539301,-0.015871601639710006,-0.060427874495683,10.635843973447978,10.71214344958337,0.0,20.0,20.0,0.7629475803914169,0.8872737188765126,0.12432613848509577,-0.024905210767683136,25.10995219065868,-126.20695630636614,0.09499999999999886,-4.654099411277788,2.750019243928967,-7.404118655206755,10.775,10.775,10.823749999999995,10.883712121212119,84.0,100.0,-16.0,29.761192084160562,57.65663130910092,-2.181954599397687,36.984153750121884,0.0,7.085270589708716,-100.0,-0.2678180000000001,-0.6796116504854344,-0.6819315272054816,-6.57534246575342
25,25,2018-02-20,10.39,10.54,10.36,10.4,7433447.0,0.0,1.0,10.39,10.54,10.36,10.4,7433447.0,-9446807.777777696,7433447.0,1555957.6,0.03181965174439441,80730.09999999971,1.5316812766897854e-11,87391.734243468,921.9714842927118,0.33089974128857114,11.224335432505756,10.234664567494244,10.7295,0.0,0.0,10.68407666666667,10.993306666666665,10.374846666666661,0.0,0.0,11.22,10.23,0.0,0.0,-0.08632420626788573,-0.030004837650164515,-0.056319368617721216,10.599082675132836,10.685406881400722,0.0,20.0,20.0,0.7654080086355429,0.8775039960143649,0.11209598737882198,-0.046080009458946865,25.058209244788983,-88.6473425357275,0.0705000000000009,-7.766215276262721,1.7615715649289614,-9.527786841191682,10.775,10.775,10.823749999999995,10.883712121212119,80.0,96.0,-16.0,39.3524987637567,57.56607935892776,-3.607319630803681,39.14675131066986,15.596330275229354,6.756409157163702,-84.40366972477065,-0.3474699999999977,1.6617790811339184,1.6481226183791886,-5.022831050228305
